num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,booking_destination,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,origin,destination,country_route
1,Internet,RoundTrip,9,58,0,Fri,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,97,89,8,Fri,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,5,311,14,Tue,MELPEN,Australia,Malaysia,0,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,94,33,12,Wed,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,297,35,10,Sat,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,5,30,13,Mon,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,43,22,7,Tue,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,22,20,11,Sun,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,67,77,2,Wed,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,94,54,3,Mon,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,6,22,22,Sat,MELPEN,Australia,Malaysia,1,1,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,29,19,12,Mon,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,11,17,8,Wed,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,40,25,10,Fri,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
5,Internet,RoundTrip,12,40,4,Sat,MELPEN,Australia,Malaysia,0,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,23,19,15,Thu,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,124,80,12,Mon,MELPEN,Australia,Malaysia,1,1,0,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,237,20,14,Thu,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,33,25,10,Thu,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,12,76,13,Wed,MELPEN,Australia,Malaysia,0,0,0,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,118,121,1,Fri,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,53,80,13,Thu,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,3,1,5,Fri,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,224,21,5,Mon,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,107,24,2,Fri,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,7,43,13,Thu,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,49,311,13,Wed,MELPEN,Australia,Malaysia,1,1,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,135,70,1,Mon,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,119,38,6,Wed,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,181,54,6,Mon,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,13,21,4,Tue,MELPEN,Australia,Malaysia,0,1,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,157,20,5,Sun,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,64,87,12,Tue,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,2,40,12,Mon,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,91,28,8,Thu,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,12,76,8,Fri,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,128,22,7,Thu,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,15,71,2,Fri,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,35,89,5,Wed,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,73,88,1,Sun,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,73,18,10,Sun,MELPEN,Australia,Malaysia,0,1,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,7,46,4,Wed,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
2,Internet,RoundTrip,102,21,5,Sat,MELPEN,Australia,Malaysia,0,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,13,1,14,Fri,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
3,Internet,RoundTrip,56,18,11,Sat,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,43,22,2,Thu,MELPEN,Australia,Malaysia,1,1,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,16,18,15,Sun,MELPEN,Australia,Malaysia,0,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,30,88,1,Fri,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,2,1,10,Fri,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,18,20,9,Tue,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Internet,RoundTrip,1,45,20,Tue,MELPEN,Australia,Malaysia,1,0,1,8.83,1,MEL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,29,19,12,Mon,MELPEN,Australia,Malaysia,1,0,0,8.83,1,MEL,PEN,Australia to Malaysia
5,Internet,RoundTrip,296,61,6,Mon,MELPNH,Australia,Cambodia,0,1,0,8.83,1,MEL,PNH,Australia to Cambodia
2,Internet,RoundTrip,26,29,5,Wed,MELPNH,Australia,Cambodia,1,1,1,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,77,23,12,Mon,MELPNH,Australia,Cambodia,1,1,1,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,148,61,5,Tue,MELPNH,Australia,Cambodia,0,1,0,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,21,28,13,Fri,MELPNH,Australia,Cambodia,1,1,1,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,2,74,7,Wed,MELPNH,Australia,Cambodia,1,0,0,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,92,17,6,Wed,MELPNH,Australia,Cambodia,1,1,0,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,6,52,2,Fri,MELPNH,Australia,Cambodia,1,1,1,8.83,1,MEL,PNH,Australia to Cambodia
4,Internet,RoundTrip,175,23,5,Tue,MELPNH,Australia,Cambodia,1,0,0,8.83,1,MEL,PNH,Australia to Cambodia
1,Internet,RoundTrip,6,156,13,Wed,MELPVG,Australia,China,1,0,0,8.83,1,MEL,PVG,Australia to China
1,Internet,RoundTrip,44,18,5,Sat,MELPVG,Australia,China,1,0,0,8.83,1,MEL,PVG,Australia to China
2,Internet,RoundTrip,102,24,1,Wed,MELPVG,Australia,China,1,0,1,8.83,1,MEL,PVG,Australia to China
1,Internet,RoundTrip,93,19,1,Thu,MELPVG,Australia,China,1,0,0,8.83,1,MEL,PVG,Australia to China
1,Internet,RoundTrip,49,36,8,Thu,MELPVG,Australia,China,1,1,1,8.83,1,MEL,PVG,Australia to China
2,Internet,RoundTrip,244,21,9,Sat,MELPVG,Australia,China,0,0,0,8.83,1,MEL,PVG,Australia to China
1,Mobile,RoundTrip,40,84,14,Mon,MELREP,Australia,Cambodia,0,0,0,8.83,1,MEL,REP,Australia to Cambodia
1,Internet,RoundTrip,10,27,21,Thu,MELREP,Australia,Cambodia,1,0,0,8.83,1,MEL,REP,Australia to Cambodia
1,Internet,RoundTrip,64,20,23,Thu,MELREP,Australia,Cambodia,1,0,1,8.83,1,MEL,REP,Australia to Cambodia
1,Internet,RoundTrip,100,26,17,Thu,MELRGN,Australia,Burma,1,1,1,8.83,1,MEL,RGN,Australia to Burma
1,Internet,RoundTrip,90,20,5,Sun,MELRGN,Australia,Burma,0,0,0,8.83,1,MEL,RGN,Australia to Burma
2,Internet,RoundTrip,50,86,13,Mon,MELRGN,Australia,Burma,1,0,0,8.83,1,MEL,RGN,Australia to Burma
4,Internet,RoundTrip,185,20,4,Sat,MELRGN,Australia,Burma,1,1,0,8.83,1,MEL,RGN,Australia to Burma
1,Internet,RoundTrip,115,137,12,Fri,MELRGN,Australia,Burma,1,0,0,8.83,1,MEL,RGN,Australia to Burma
1,Internet,RoundTrip,243,19,6,Sat,MELSBW,Australia,Malaysia,1,1,0,8.83,1,MEL,SBW,Australia to Malaysia
2,Internet,RoundTrip,260,26,8,Thu,MELSBW,Australia,Malaysia,1,0,1,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,7,91,3,Tue,MELSBW,Australia,Malaysia,1,1,1,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,369,46,1,Fri,MELSBW,Australia,Malaysia,0,0,0,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,277,74,4,Thu,MELSBW,Australia,Malaysia,0,0,0,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,175,17,13,Thu,MELSBW,Australia,Malaysia,1,0,1,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,56,27,6,Fri,MELSBW,Australia,Malaysia,1,1,1,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,263,18,4,Mon,MELSBW,Australia,Malaysia,1,0,0,8.83,1,MEL,SBW,Australia to Malaysia
1,Mobile,RoundTrip,6,17,3,Mon,MELSBW,Australia,Malaysia,0,1,0,8.83,1,MEL,SBW,Australia to Malaysia
1,Internet,RoundTrip,59,61,9,Tue,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,1,60,8,Sat,MELSGN,Australia,Vietnam,1,1,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,10,86,8,Mon,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,149,18,10,Wed,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,83,19,8,Sun,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,20,22,4,Sat,MELSGN,Australia,Vietnam,1,1,0,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,35,18,15,Sat,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,36,20,15,Mon,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,16,89,2,Tue,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,68,23,12,Sat,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,78,17,13,Mon,MELSGN,Australia,Vietnam,0,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,7,91,4,Sat,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,100,24,7,Wed,MELSGN,Australia,Vietnam,0,0,0,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,85,23,14,Thu,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,29,88,4,Tue,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,202,36,3,Mon,MELSGN,Australia,Vietnam,0,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,44,28,11,Tue,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,65,20,12,Fri,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,22,27,1,Mon,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,24,19,10,Wed,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,26,83,10,Wed,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,50,28,12,Sun,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,19,84,4,Thu,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,15,73,7,Mon,MELSGN,Australia,Vietnam,1,1,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,15,51,4,Sat,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
2,Internet,RoundTrip,33,25,12,Sat,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,21,39,2,Thu,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
3,Internet,RoundTrip,9,20,5,Tue,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,4,28,11,Thu,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,41,19,10,Sat,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,18,41,7,Fri,MELSGN,Australia,Vietnam,1,0,1,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,32,22,6,Thu,MELSGN,Australia,Vietnam,1,0,0,8.83,1,MEL,SGN,Australia to Vietnam
1,Internet,RoundTrip,1,399,16,Mon,MELSIN,Australia,Singapore,1,0,1,8.83,1,MEL,SIN,Australia to Singapore
1,Internet,RoundTrip,16,24,5,Mon,MELSIN,Australia,Singapore,1,0,0,8.83,1,MEL,SIN,Australia to Singapore
1,Internet,RoundTrip,94,58,7,Mon,MELSUB,Australia,Indonesia,1,1,1,8.83,1,MEL,SUB,Australia to Indonesia
1,Internet,RoundTrip,90,44,12,Thu,MELSUB,Australia,Indonesia,0,0,1,8.83,1,MEL,SUB,Australia to Indonesia
1,Internet,RoundTrip,73,21,23,Tue,MELSUB,Australia,Indonesia,1,1,1,8.83,1,MEL,SUB,Australia to Indonesia
1,Internet,RoundTrip,33,32,16,Tue,MELTGG,Australia,Malaysia,0,1,1,8.83,1,MEL,TGG,Australia to Malaysia
1,Internet,RoundTrip,24,18,14,Thu,MELTPE,Australia,Taiwan,1,0,1,8.83,1,MEL,TPE,Australia to Taiwan
1,Internet,RoundTrip,55,26,13,Thu,MELTPE,Australia,Taiwan,1,0,1,8.83,1,MEL,TPE,Australia to Taiwan
1,Internet,RoundTrip,12,27,9,Tue,MELTPE,Australia,Taiwan,1,0,0,8.83,1,MEL,TPE,Australia to Taiwan
1,Internet,RoundTrip,53,30,9,Sat,MELTPE,Australia,Taiwan,1,0,0,8.83,1,MEL,TPE,Australia to Taiwan
1,Internet,RoundTrip,97,21,17,Sat,MELTPE,Australia,Taiwan,1,0,1,8.83,1,MEL,TPE,Australia to Taiwan
1,Internet,RoundTrip,30,19,12,Thu,MELTRZ,Australia,India,1,1,1,8.83,1,MEL,TRZ,Australia to India
1,Internet,RoundTrip,8,47,8,Wed,MELTRZ,Australia,India,1,0,0,8.83,1,MEL,TRZ,Australia to India
2,Internet,RoundTrip,136,102,4,Tue,MELTRZ,Australia,India,1,1,1,8.83,1,MEL,TRZ,Australia to India
2,Internet,RoundTrip,55,153,1,Sun,MELTRZ,Australia,India,1,0,0,8.83,1,MEL,TRZ,Australia to India
1,Internet,RoundTrip,36,79,3,Tue,MELTRZ,Australia,India,1,1,1,8.83,1,MEL,TRZ,Australia to India
1,Mobile,RoundTrip,47,18,1,Sun,MELXIY,Australia,China,1,0,1,8.83,1,MEL,XIY,Australia to China
1,Internet,RoundTrip,73,29,15,Wed,MELXIY,Australia,China,1,0,0,8.83,1,MEL,XIY,Australia to China
1,Internet,RoundTrip,25,21,10,Wed,MFMOOL,Macau,Australia,1,1,1,8.83,1,MFM,OOL,Macau to Australia
1,Internet,RoundTrip,25,250,8,Thu,MFMPER,Macau,Australia,1,0,1,5.62,1,MFM,PER,Macau to Australia
2,Internet,RoundTrip,182,45,8,Sun,MFMPER,Macau,Australia,1,0,0,5.62,1,MFM,PER,Macau to Australia
1,Internet,RoundTrip,29,29,23,Thu,MNLOOL,Philippines,Australia,1,1,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,21,41,8,Mon,MNLOOL,Philippines,Australia,0,0,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,20,201,3,Mon,MNLOOL,Philippines,Australia,1,1,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,13,23,11,Wed,MNLOOL,Philippines,Australia,0,0,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,64,21,13,Sun,MNLOOL,Philippines,Australia,1,1,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,8,202,17,Mon,MNLOOL,Philippines,Australia,1,0,1,8.83,1,MNL,OOL,Philippines to Australia
1,Internet,RoundTrip,3,34,6,Wed,MNLOOL,Philippines,Australia,1,1,1,8.83,1,MNL,OOL,Philippines to Australia
3,Internet,RoundTrip,8,50,4,Thu,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,43,90,8,Mon,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,17,92,13,Fri,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,28,21,4,Thu,MNLPER,Philippines,Australia,1,0,0,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,31,28,6,Thu,MNLPER,Philippines,Australia,1,0,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,14,38,11,Thu,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
4,Mobile,RoundTrip,82,22,13,Fri,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
2,Internet,RoundTrip,7,25,13,Fri,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,63,48,4,Thu,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,3,42,16,Wed,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,12,90,10,Tue,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,26,23,11,Wed,MNLPER,Philippines,Australia,1,1,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,15,29,3,Thu,MNLPER,Philippines,Australia,1,0,1,5.62,1,MNL,PER,Philippines to Australia
1,Internet,RoundTrip,299,17,13,Thu,MNLSYD,Philippines,Australia,0,0,0,8.58,1,MNL,SYD,Philippines to Australia
3,Internet,RoundTrip,8,22,21,Wed,MNLSYD,Philippines,Australia,1,1,1,8.58,1,MNL,SYD,Philippines to Australia
1,Internet,RoundTrip,69,66,16,Mon,MNLSYD,Philippines,Australia,1,1,1,8.58,1,MNL,SYD,Philippines to Australia
5,Internet,RoundTrip,2,20,10,Tue,MNLSYD,Philippines,Australia,1,0,0,8.58,1,MNL,SYD,Philippines to Australia
1,Internet,RoundTrip,9,21,5,Mon,MNLSYD,Philippines,Australia,1,0,1,8.58,1,MNL,SYD,Philippines to Australia
1,Internet,RoundTrip,6,158,1,Fri,MNLSYD,Philippines,Australia,1,0,1,8.58,1,MNL,SYD,Philippines to Australia
1,Internet,RoundTrip,15,38,1,Fri,MRUPEK,Mauritius,China,1,0,0,7.42,1,MRU,PEK,Mauritius to China
3,Internet,RoundTrip,47,22,15,Sat,MRUSIN,Mauritius,Singapore,1,1,1,7.42,1,MRU,SIN,Mauritius to Singapore
2,Internet,RoundTrip,136,17,22,Wed,MRUSYD,Mauritius,Australia,1,1,1,8.58,1,MRU,SYD,Mauritius to Australia
2,Internet,RoundTrip,192,17,1,Wed,MRUSYD,Mauritius,Australia,1,1,0,8.58,1,MRU,SYD,Mauritius to Australia
2,Internet,RoundTrip,116,22,1,Thu,MRUSYD,Mauritius,Australia,1,0,1,8.58,1,MRU,SYD,Mauritius to Australia
2,Internet,RoundTrip,22,42,8,Thu,MYYOOL,Malaysia,Australia,1,1,1,8.83,1,MYY,OOL,Malaysia to Australia
1,Internet,RoundTrip,83,17,4,Sat,MYYPER,Malaysia,Australia,1,1,0,5.62,1,MYY,PER,Malaysia to Australia
1,Internet,RoundTrip,47,18,0,Thu,MYYPER,Malaysia,Australia,1,0,1,5.62,1,MYY,PER,Malaysia to Australia
2,Internet,RoundTrip,40,30,11,Thu,MYYPER,Malaysia,Australia,1,0,0,5.62,1,MYY,PER,Malaysia to Australia
2,Internet,RoundTrip,66,30,4,Sun,MYYPER,Malaysia,Australia,1,0,1,5.62,1,MYY,PER,Malaysia to Australia
1,Internet,RoundTrip,14,25,14,Wed,MYYPER,Malaysia,Australia,1,0,0,5.62,1,MYY,PER,Malaysia to Australia
1,Internet,RoundTrip,46,23,15,Mon,MYYPER,Malaysia,Australia,1,0,0,5.62,1,MYY,PER,Malaysia to Australia
1,Internet,RoundTrip,11,20,17,Fri,MYYPUS,Malaysia,South Korea,1,1,0,6.33,1,MYY,PUS,Malaysia to South Korea
1,Internet,RoundTrip,107,36,11,Fri,MYYPUS,Malaysia,South Korea,1,0,0,6.33,1,MYY,PUS,Malaysia to South Korea
1,Internet,RoundTrip,42,19,5,Tue,MYYSYD,Malaysia,Australia,1,0,0,8.58,1,MYY,SYD,Malaysia to Australia
1,Internet,RoundTrip,43,33,3,Sun,MYYXIY,Malaysia,China,1,1,0,5.0,1,MYY,XIY,Malaysia to China
1,Internet,RoundTrip,289,21,18,Sun,OOLPEN,Australia,Malaysia,1,0,0,8.83,1,OOL,PEN,Australia to Malaysia
2,Internet,RoundTrip,60,21,10,Sat,OOLPEN,Australia,Malaysia,1,1,1,8.83,1,OOL,PEN,Australia to Malaysia
1,Mobile,RoundTrip,84,17,10,Wed,OOLPEN,Australia,Malaysia,1,0,0,8.83,1,OOL,PEN,Australia to Malaysia
1,Internet,RoundTrip,12,80,12,Thu,OOLPEN,Australia,Malaysia,1,1,1,8.83,1,OOL,PEN,Australia to Malaysia
1,Internet,RoundTrip,1,1,13,Wed,OOLPEN,Australia,Malaysia,0,0,1,8.83,1,OOL,PEN,Australia to Malaysia
2,Internet,RoundTrip,61,19,9,Fri,OOLPEN,Australia,Malaysia,1,1,1,8.83,1,OOL,PEN,Australia to Malaysia
1,Internet,RoundTrip,210,21,10,Sat,OOLPEN,Australia,Malaysia,0,0,1,8.83,1,OOL,PEN,Australia to Malaysia
3,Internet,RoundTrip,81,19,5,Wed,OOLPNH,Australia,Cambodia,1,0,1,8.83,1,OOL,PNH,Australia to Cambodia
1,Internet,RoundTrip,150,23,1,Tue,OOLPNH,Australia,Cambodia,1,0,0,8.83,1,OOL,PNH,Australia to Cambodia
2,Internet,RoundTrip,4,31,4,Fri,OOLPNH,Australia,Cambodia,1,1,1,8.83,1,OOL,PNH,Australia to Cambodia
2,Internet,RoundTrip,178,22,15,Sun,OOLPNH,Australia,Cambodia,1,1,0,8.83,1,OOL,PNH,Australia to Cambodia
1,Internet,RoundTrip,85,17,7,Wed,OOLPNH,Australia,Cambodia,1,1,1,8.83,1,OOL,PNH,Australia to Cambodia
1,Internet,RoundTrip,16,20,21,Thu,OOLPUS,Australia,South Korea,1,1,0,8.83,1,OOL,PUS,Australia to South Korea
1,Internet,RoundTrip,49,26,11,Tue,OOLPVG,Australia,China,1,1,1,8.83,1,OOL,PVG,Australia to China
3,Internet,RoundTrip,125,47,4,Sun,OOLPVG,Australia,China,1,1,1,8.83,1,OOL,PVG,Australia to China
4,Internet,RoundTrip,41,23,13,Wed,OOLPVG,Australia,China,1,1,1,8.83,1,OOL,PVG,Australia to China
1,Internet,RoundTrip,27,22,8,Mon,OOLREP,Australia,Cambodia,0,0,0,8.83,1,OOL,REP,Australia to Cambodia
2,Internet,RoundTrip,155,21,5,Fri,OOLRGN,Australia,Burma,1,0,1,8.83,1,OOL,RGN,Australia to Burma
1,Internet,RoundTrip,86,24,10,Wed,OOLRGN,Australia,Burma,1,0,0,8.83,1,OOL,RGN,Australia to Burma
1,Internet,RoundTrip,23,31,4,Wed,OOLRGN,Australia,Burma,0,0,0,8.83,1,OOL,RGN,Australia to Burma
1,Internet,RoundTrip,35,27,3,Sat,OOLRGN,Australia,Burma,1,0,0,8.83,1,OOL,RGN,Australia to Burma
2,Internet,RoundTrip,133,42,9,Wed,OOLSBW,Australia,Malaysia,1,1,1,8.83,1,OOL,SBW,Australia to Malaysia
1,Internet,RoundTrip,42,81,22,Fri,OOLSGN,Australia,Vietnam,0,0,1,8.83,1,OOL,SGN,Australia to Vietnam
1,Internet,RoundTrip,34,30,3,Tue,OOLSGN,Australia,Vietnam,1,0,0,8.83,1,OOL,SGN,Australia to Vietnam
2,Internet,RoundTrip,25,77,7,Sun,OOLSGN,Australia,Vietnam,1,0,1,8.83,1,OOL,SGN,Australia to Vietnam
